StoreNumber,Department,SubClass,Price_Status,Stcl on stock_prevweek2,Last pieces_prevweek2,Stcl on salesfloor_prevweek2,Stcl on backroom_prevweek2,Stcl on stock_prevweek1,Last pieces_prevweek1,Stcl on salesfloor_prevweek1,Stcl on backroom_prevweek1
3112004,ladies' HOUSE,coats,Regular,6,0,4,2,8,2,6,2
3112004,ladies' HOUSE,dresses_knitted,Regular,12,1,7,5,13,0,7,6
3112004,ladies' HOUSE,dresses_woven,Regular,13,1,6,7,13,1,2,11
3112004,ladies' HOUSE,jackets,Regular,6,2,6,0,6,2,6,0
3112004,ladies' HOUSE,jeans_shorts,Regular,5,0,4,1,3,0,1,1
3112004,ladies' HOUSE,jeans_trousers,Regular,56,10,46,8,65,7,55,9
3112004,ladies' HOUSE,jogging_tops,Regular,36,3,33,3,45,2,40,5
3112004,ladies' HOUSE,outer_jackets,Regular,22,1,15,5,29,2,22,5
3112004,ladies' HOUSE,polar_fleecy,Regular,1,0,1,0,3,0,3,0
3112004,ladies' HOUSE,shirts_l_s,Regular,14,1,11,3,13,2,10,3
3112004,ladies' HOUSE,shirts_s_s,Regular,9,1,4,5,10,1,5,5
3112004,ladies' HOUSE,shorts,Regular,3,0,2,1,2,0,2,0
3112004,ladies' HOUSE,skirts,Regular,24,3,16,6,22,3,17,5
3112004,ladies' HOUSE,sweaters,Regular,28,3,19,9,43,3,34,9
3112004,ladies' HOUSE,t-shirts_l_s,Regular,32,5,27,4,44,2,33,11
3112004,ladies' HOUSE,t-shirts_s_s,Regular,76,14,61,12,95,12,68,22
3112004,ladies' HOUSE,t-shirts_sleeveless,Regular,5,0,4,1,5,0,2,3
3112004,ladies' HOUSE,trousers,Regular,46,6,28,17,49,4,28,20
3112004,men's HOUSE,coats,Regular,0,0,0,0,0,2,0,0
3112004,men's HOUSE,jackets,Regular,7,1,3,4,8,1,4,4
3112004,men's HOUSE,jeans_jacket,Regular,3,0,3,0,3,0,3,0
3112004,men's HOUSE,jeans_shorts,Regular,10,5,8,3,9,6,6,3
3112004,men's HOUSE,jeans_trousers,Regular,65,7,51,13,69,11,50,16
3112004,men's HOUSE,jogging_tops,Regular,58,12,45,13,66,11,42,24
3112004,men's HOUSE,outer_jackets,Regular,38,12,27,11,40,14,28,12
3112004,men's HOUSE,polos,Regular,8,0,2,6,8,0,1,7
3112004,men's HOUSE,shirts_l_s,Regular,19,1,12,7,21,1,12,8
3112004,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112004,men's HOUSE,shorts,Regular,6,0,6,0,5,1,3,1
3112004,men's HOUSE,shorts_knitted,Regular,6,0,5,1,7,0,2,2
3112004,men's HOUSE,sweaters,Regular,9,1,7,2,10,2,8,2
3112004,men's HOUSE,t-shirts_l_s,Regular,8,1,6,0,11,1,6,4
3112004,men's HOUSE,t-shirts_s_s,Regular,92,9,74,18,108,9,74,34
3112004,men's HOUSE,t-shirts_s_s_lic,Regular,23,8,21,4,37,7,23,13
3112004,men's HOUSE,trousers,Regular,34,4,21,13,41,4,24,17
3112004,men's HOUSE,trousers_knitted,Regular,18,2,11,6,21,1,3,18
3112020,ladies' HOUSE,coats,Regular,5,3,1,4,8,4,2,6
3112020,ladies' HOUSE,dresses_knitted,Regular,13,0,3,10,13,0,1,12
3112020,ladies' HOUSE,dresses_woven,Regular,14,0,10,4,14,0,3,11
3112020,ladies' HOUSE,jackets,Regular,7,0,7,0,6,1,5,1
3112020,ladies' HOUSE,jeans_shorts,Regular,4,1,4,0,2,1,2,0
3112020,ladies' HOUSE,jeans_trousers,Regular,62,6,47,14,68,7,48,18
3112020,ladies' HOUSE,jogging_tops,Regular,33,5,31,2,46,2,40,6
3112020,ladies' HOUSE,outer_jackets,Regular,23,4,13,10,29,9,17,12
3112020,ladies' HOUSE,polar_fleecy,Regular,1,0,0,1,3,1,2,1
3112020,ladies' HOUSE,shirts_l_s,Regular,15,0,13,2,15,0,12,3
3112020,ladies' HOUSE,shirts_s_s,Regular,9,1,4,5,11,0,5,6
3112020,ladies' HOUSE,shorts,Regular,3,0,3,0,2,0,2,0
3112020,ladies' HOUSE,skirts,Regular,21,6,13,7,22,3,11,9
3112020,ladies' HOUSE,sweaters,Regular,21,9,11,10,42,8,34,8
3112020,ladies' HOUSE,t-shirts_l_s,Regular,26,7,24,2,39,3,34,4
3112020,ladies' HOUSE,t-shirts_s_s,Regular,73,24,52,19,95,14,61,32
3112020,ladies' HOUSE,t-shirts_sleeveless,Regular,3,4,2,1,5,2,4,1
3112020,ladies' HOUSE,trousers,Regular,50,3,27,22,51,2,24,26
3112020,men's HOUSE,coats,Regular,0,0,0,0,0,1,0,0
3112020,men's HOUSE,jackets,Regular,4,2,0,4,4,2,0,4
3112020,men's HOUSE,jeans_jacket,Regular,2,1,2,0,2,1,2,0
3112020,men's HOUSE,jeans_shorts,Regular,3,6,3,0,3,5,2,1
3112020,men's HOUSE,jeans_trousers,Regular,56,13,48,6,61,15,54,7
3112020,men's HOUSE,jogging_tops,Regular,56,11,52,4,67,5,58,8
3112020,men's HOUSE,outer_jackets,Regular,38,6,5,33,38,7,7,30
3112020,men's HOUSE,polos,Regular,4,1,2,2,4,2,1,2
3112020,men's HOUSE,shirts_l_s,Regular,17,2,5,12,20,2,6,14
3112020,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,0,2
3112020,men's HOUSE,shorts,Regular,6,0,4,2,5,1,3,2
3112020,men's HOUSE,shorts_knitted,Regular,6,0,2,4,6,0,2,4
3112020,men's HOUSE,sweaters,Regular,7,4,6,1,11,2,10,1
3112020,men's HOUSE,t-shirts_l_s,Regular,9,2,9,0,13,3,10,3
3112020,men's HOUSE,t-shirts_s_s,Regular,86,11,76,7,100,13,81,18
3112020,men's HOUSE,t-shirts_s_s_lic,Regular,27,8,21,5,40,8,25,15
3112020,men's HOUSE,trousers,Regular,26,7,14,12,33,6,16,16
3112020,men's HOUSE,trousers_knitted,Regular,15,4,11,4,17,4,10,7
3112033,ladies' HOUSE,coats,Regular,5,1,4,1,5,1,4,1
3112033,ladies' HOUSE,dresses_knitted,Regular,5,2,2,3,6,0,3,3
3112033,ladies' HOUSE,dresses_woven,Regular,4,2,4,0,4,3,1,3
3112033,ladies' HOUSE,jackets,Regular,5,1,5,0,5,1,5,0
3112033,ladies' HOUSE,jeans_shorts,Regular,2,0,2,0,0,0,0,0
3112033,ladies' HOUSE,jeans_trousers,Regular,42,13,37,4,45,13,38,4
3112033,ladies' HOUSE,jogging_tops,Regular,35,4,34,0,37,9,37,0
3112033,ladies' HOUSE,outer_jackets,Regular,20,3,15,4,27,5,20,4
3112033,ladies' HOUSE,shirts_l_s,Regular,9,0,9,0,9,0,9,0
3112033,ladies' HOUSE,shirts_s_s,Regular,5,0,4,0,5,0,4,0
3112033,ladies' HOUSE,skirts,Regular,12,1,12,0,12,1,11,0
3112033,ladies' HOUSE,sweaters,Regular,23,3,23,0,32,3,26,0
3112033,ladies' HOUSE,t-shirts_l_s,Regular,19,1,19,0,25,1,23,2
3112033,ladies' HOUSE,t-shirts_s_s,Regular,64,12,58,0,72,14,66,0
3112033,ladies' HOUSE,t-shirts_sleeveless,Regular,4,0,4,0,2,0,2,0
3112033,ladies' HOUSE,trousers,Regular,29,8,24,2,31,7,27,2
3112033,men's HOUSE,coats,Regular,0,0,0,0,0,1,0,0
3112033,men's HOUSE,jackets,Regular,6,1,4,2,7,1,3,3
3112033,men's HOUSE,jeans_jacket,Regular,3,1,2,0,3,1,2,0
3112033,men's HOUSE,jeans_shorts,Regular,8,6,8,0,8,5,8,0
3112033,men's HOUSE,jeans_trousers,Regular,56,10,47,6,59,16,50,6
3112033,men's HOUSE,jogging_tops,Regular,60,7,60,0,64,12,62,1
3112033,men's HOUSE,outer_jackets,Regular,34,3,30,3,34,6,30,3
3112033,men's HOUSE,polos,Regular,4,3,4,0,3,4,3,0
3112033,men's HOUSE,shirts_l_s,Regular,18,5,17,1,20,5,11,9
3112033,men's HOUSE,shorts,Regular,6,1,6,0,6,1,6,0
3112033,men's HOUSE,shorts_knitted,Regular,6,0,6,0,5,1,4,1
3112033,men's HOUSE,sweaters,Regular,11,0,11,0,12,0,11,0
3112033,men's HOUSE,t-shirts_l_s,Regular,11,0,9,2,14,0,12,2
3112033,men's HOUSE,t-shirts_s_s,Regular,85,7,83,0,98,9,91,7
3112033,men's HOUSE,t-shirts_s_s_lic,Regular,26,1,26,0,35,3,34,1
3112033,men's HOUSE,trousers,Regular,25,6,17,8,29,8,19,10
3112033,men's HOUSE,trousers_knitted,Regular,15,2,12,0,16,2,13,0
3112035,ladies' HOUSE,coats,Regular,4,2,4,0,5,5,5,0
3112035,ladies' HOUSE,dresses_knitted,Regular,8,1,3,5,10,0,4,6
3112035,ladies' HOUSE,dresses_woven,Regular,5,0,3,2,5,0,2,3
3112035,ladies' HOUSE,jackets,Regular,5,0,5,0,5,0,5,0
3112035,ladies' HOUSE,jeans_shorts,Regular,2,1,1,1,0,1,0,0
3112035,ladies' HOUSE,jeans_trousers,Regular,46,10,39,7,51,12,44,7
3112035,ladies' HOUSE,jogging_tops,Regular,36,3,35,1,42,3,40,2
3112035,ladies' HOUSE,outer_jackets,Regular,19,0,15,4,26,5,18,8
3112035,ladies' HOUSE,polar_fleecy,Regular,0,0,0,0,1,0,1,0
3112035,ladies' HOUSE,shirts_l_s,Regular,9,0,9,0,9,0,9,0
3112035,ladies' HOUSE,shirts_s_s,Regular,5,1,4,1,5,1,4,1
3112035,ladies' HOUSE,skirts,Regular,11,3,8,2,10,3,8,2
3112035,ladies' HOUSE,sweaters,Regular,26,0,22,4,35,4,31,4
3112035,ladies' HOUSE,t-shirts_l_s,Regular,26,3,25,1,33,4,29,4
3112035,ladies' HOUSE,t-shirts_s_s,Regular,70,15,66,3,76,19,63,10
3112035,ladies' HOUSE,t-shirts_sleeveless,Regular,3,2,3,0,2,1,2,0
3112035,ladies' HOUSE,trousers,Regular,33,9,26,7,35,8,28,7
3112035,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112035,men's HOUSE,jackets,Regular,4,0,2,2,5,0,3,2
3112035,men's HOUSE,jeans_jacket,Regular,1,0,1,0,1,0,1,0
3112035,men's HOUSE,jeans_shorts,Regular,10,5,6,3,9,6,3,5
3112035,men's HOUSE,jeans_trousers,Regular,57,10,45,12,61,15,46,14
3112035,men's HOUSE,jogging_tops,Regular,61,7,47,13,65,8,47,18
3112035,men's HOUSE,outer_jackets,Regular,34,3,29,5,34,4,29,5
3112035,men's HOUSE,polos,Regular,6,0,0,6,6,0,0,6
3112035,men's HOUSE,shirts_l_s,Regular,18,3,13,3,20,3,7,12
3112035,men's HOUSE,shirts_s_s,Regular,2,0,0,2,2,0,0,2
3112035,men's HOUSE,shorts,Regular,3,1,1,2,3,1,0,3
3112035,men's HOUSE,shorts_knitted,Regular,4,0,4,0,4,0,3,1
3112035,men's HOUSE,sweaters,Regular,11,0,11,0,12,0,12,0
3112035,men's HOUSE,t-shirts_l_s,Regular,14,0,11,3,16,0,12,4
3112035,men's HOUSE,t-shirts_s_s,Regular,83,8,62,19,98,9,72,25
3112035,men's HOUSE,t-shirts_s_s_lic,Regular,23,6,21,2,32,8,22,8
3112035,men's HOUSE,trousers,Regular,25,10,17,7,29,10,20,8
3112035,men's HOUSE,trousers_knitted,Regular,12,2,10,1,14,2,11,1
3112039,ladies' HOUSE,coats,Regular,4,2,2,2,5,6,2,3
3112039,ladies' HOUSE,dresses_knitted,Regular,9,0,4,5,10,0,2,7
3112039,ladies' HOUSE,dresses_woven,Regular,3,0,2,1,3,1,2,1
3112039,ladies' HOUSE,jackets,Regular,4,0,2,2,4,0,3,1
3112039,ladies' HOUSE,jeans_shorts,Regular,3,0,3,0,1,0,1,0
3112039,ladies' HOUSE,jeans_trousers,Regular,41,10,30,9,52,10,38,11
3112039,ladies' HOUSE,jogging_tops,Regular,32,3,26,4,41,2,33,7
3112039,ladies' HOUSE,outer_jackets,Regular,14,5,10,4,25,4,16,7
3112039,ladies' HOUSE,polar_fleecy,Regular,1,0,1,0,3,0,3,0
3112039,ladies' HOUSE,shirts_l_s,Regular,9,1,9,0,10,0,8,1
3112039,ladies' HOUSE,shirts_s_s,Regular,7,2,6,0,7,2,4,2
3112039,ladies' HOUSE,shorts,Regular,3,0,3,0,2,0,2,0
3112039,ladies' HOUSE,skirts,Regular,15,4,10,5,14,4,11,3
3112039,ladies' HOUSE,sweaters,Regular,21,2,18,3,29,7,23,5
3112039,ladies' HOUSE,t-shirts_l_s,Regular,26,4,22,4,33,3,22,6
3112039,ladies' HOUSE,t-shirts_s_s,Regular,64,16,42,19,77,15,44,23
3112039,ladies' HOUSE,t-shirts_sleeveless,Regular,4,2,3,1,5,2,4,1
3112039,ladies' HOUSE,trousers,Regular,31,5,24,5,32,4,18,10
3112039,men's HOUSE,coats,Regular,0,0,0,0,0,1,0,0
3112039,men's HOUSE,jackets,Regular,5,1,2,3,5,1,1,4
3112039,men's HOUSE,jeans_jacket,Regular,3,1,3,0,3,1,3,0
3112039,men's HOUSE,jeans_shorts,Regular,5,8,5,0,5,8,5,0
3112039,men's HOUSE,jeans_trousers,Regular,44,12,42,2,44,12,41,2
3112039,men's HOUSE,jogging_tops,Regular,40,22,33,7,42,27,33,9
3112039,men's HOUSE,outer_jackets,Regular,19,2,12,5,19,4,16,3
3112039,men's HOUSE,polos,Regular,4,1,1,3,4,1,1,3
3112039,men's HOUSE,shirts_l_s,Regular,8,2,4,4,8,1,1,6
3112039,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,1,1
3112039,men's HOUSE,shorts,Regular,3,0,1,2,3,0,1,2
3112039,men's HOUSE,shorts_knitted,Regular,4,1,3,1,4,1,1,3
3112039,men's HOUSE,sweaters,Regular,10,1,7,2,12,3,9,3
3112039,men's HOUSE,t-shirts_l_s,Regular,5,1,1,3,8,1,4,3
3112039,men's HOUSE,t-shirts_s_s,Regular,78,8,70,5,93,8,75,13
3112039,men's HOUSE,t-shirts_s_s_lic,Regular,25,7,17,8,38,7,31,6
3112039,men's HOUSE,trousers,Regular,18,7,16,2,20,8,17,3
3112039,men's HOUSE,trousers_knitted,Regular,10,1,9,1,12,1,6,5
3112040,ladies' HOUSE,coats,Regular,5,1,4,1,6,3,5,1
3112040,ladies' HOUSE,dresses_knitted,Regular,6,2,4,2,8,1,6,2
3112040,ladies' HOUSE,dresses_woven,Regular,7,2,7,0,8,1,8,0
3112040,ladies' HOUSE,jackets,Regular,6,1,6,0,6,1,6,0
3112040,ladies' HOUSE,jeans_shorts,Regular,4,0,3,1,2,0,1,1
3112040,ladies' HOUSE,jeans_trousers,Regular,51,8,44,7,57,9,50,6
3112040,ladies' HOUSE,jogging_tops,Regular,34,4,34,0,41,2,39,0
3112040,ladies' HOUSE,outer_jackets,Regular,23,3,16,5,30,5,23,5
3112040,ladies' HOUSE,polar_fleecy,Regular,1,0,1,0,3,0,1,0
3112040,ladies' HOUSE,shirts_l_s,Regular,11,0,8,3,11,0,8,3
3112040,ladies' HOUSE,shirts_s_s,Regular,8,0,6,2,9,0,3,6
3112040,ladies' HOUSE,shorts,Regular,2,0,1,1,1,0,1,0
3112040,ladies' HOUSE,skirts,Regular,19,2,15,4,17,1,12,5
3112040,ladies' HOUSE,sweaters,Regular,25,3,23,2,44,5,35,9
3112040,ladies' HOUSE,t-shirts_l_s,Regular,28,2,24,2,36,2,29,7
3112040,ladies' HOUSE,t-shirts_s_s,Regular,82,15,72,10,89,16,72,17
3112040,ladies' HOUSE,t-shirts_sleeveless,Regular,5,0,4,1,5,0,4,1
3112040,ladies' HOUSE,trousers,Regular,42,4,31,11,42,4,30,12
3112040,men's HOUSE,coats,Regular,0,0,0,0,0,3,0,0
3112040,men's HOUSE,jackets,Regular,5,2,4,1,5,2,2,3
3112040,men's HOUSE,jeans_jacket,Regular,3,0,3,0,3,0,3,0
3112040,men's HOUSE,jeans_shorts,Regular,3,5,3,0,3,5,3,0
3112040,men's HOUSE,jeans_trousers,Regular,45,13,36,6,52,14,40,11
3112040,men's HOUSE,jogging_tops,Regular,52,7,51,1,56,7,44,11
3112040,men's HOUSE,outer_jackets,Regular,28,4,23,5,28,4,22,6
3112040,men's HOUSE,polos,Regular,3,3,2,0,3,2,2,1
3112040,men's HOUSE,shirts_l_s,Regular,17,4,15,2,20,4,14,4
3112040,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112040,men's HOUSE,shorts,Regular,2,1,2,0,2,1,1,1
3112040,men's HOUSE,shorts_knitted,Regular,3,1,2,1,3,1,2,0
3112040,men's HOUSE,sweaters,Regular,10,0,10,0,12,0,11,1
3112040,men's HOUSE,t-shirts_l_s,Regular,8,1,8,0,11,2,10,1
3112040,men's HOUSE,t-shirts_s_s,Regular,76,5,66,9,91,8,62,26
3112040,men's HOUSE,t-shirts_s_s_lic,Regular,15,4,13,2,19,4,15,4
3112040,men's HOUSE,trousers,Regular,27,7,19,8,32,7,20,12
3112040,men's HOUSE,trousers_knitted,Regular,18,2,12,4,19,3,11,6
3112042,ladies' HOUSE,coats,Regular,4,0,4,0,6,4,6,0
3112042,ladies' HOUSE,dresses_knitted,Regular,6,2,0,6,6,1,0,6
3112042,ladies' HOUSE,dresses_woven,Regular,5,1,5,0,5,1,0,5
3112042,ladies' HOUSE,jackets,Regular,6,1,6,0,6,1,6,0
3112042,ladies' HOUSE,jeans_shorts,Regular,1,1,1,0,0,1,0,0
3112042,ladies' HOUSE,jeans_trousers,Regular,42,3,34,8,46,6,38,8
3112042,ladies' HOUSE,jogging_tops,Regular,35,3,32,3,44,1,40,4
3112042,ladies' HOUSE,outer_jackets,Regular,16,1,10,6,20,5,15,5
3112042,ladies' HOUSE,shirts_l_s,Regular,8,0,8,0,8,0,6,2
3112042,ladies' HOUSE,shirts_s_s,Regular,4,0,2,2,4,0,1,3
3112042,ladies' HOUSE,skirts,Regular,18,0,15,2,15,2,11,4
3112042,ladies' HOUSE,sweaters,Regular,18,2,14,4,28,5,24,4
3112042,ladies' HOUSE,t-shirts_l_s,Regular,16,2,13,3,24,2,21,3
3112042,ladies' HOUSE,t-shirts_s_s,Regular,77,12,64,9,88,15,71,14
3112042,ladies' HOUSE,t-shirts_sleeveless,Regular,4,2,3,1,2,2,0,2
3112042,ladies' HOUSE,trousers,Regular,41,4,30,10,42,3,27,15
3112042,men's HOUSE,coats,Regular,0,0,0,0,0,2,0,0
3112042,men's HOUSE,jackets,Regular,3,2,2,1,3,2,2,1
3112042,men's HOUSE,jeans_jacket,Regular,1,0,1,0,1,0,1,0
3112042,men's HOUSE,jeans_shorts,Regular,4,6,4,0,3,7,3,0
3112042,men's HOUSE,jeans_trousers,Regular,34,9,31,3,42,14,37,5
3112042,men's HOUSE,jogging_tops,Regular,52,10,46,6,58,11,49,9
3112042,men's HOUSE,outer_jackets,Regular,24,5,20,4,24,9,20,4
3112042,men's HOUSE,polos,Regular,2,4,2,0,2,2,2,0
3112042,men's HOUSE,shirts_l_s,Regular,17,2,15,2,19,2,16,3
3112042,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112042,men's HOUSE,shorts,Regular,1,0,1,0,1,0,1,0
3112042,men's HOUSE,shorts_knitted,Regular,6,1,3,3,6,1,3,3
3112042,men's HOUSE,sweaters,Regular,11,0,10,1,11,0,10,1
3112042,men's HOUSE,t-shirts_l_s,Regular,7,1,7,0,10,1,10,0
3112042,men's HOUSE,t-shirts_s_s,Regular,84,10,74,10,98,11,83,14
3112042,men's HOUSE,t-shirts_s_s_lic,Regular,19,4,17,2,27,7,25,2
3112042,men's HOUSE,trousers,Regular,26,8,19,6,26,10,19,7
3112042,men's HOUSE,trousers_knitted,Regular,13,2,9,3,16,2,10,3
3112043,ladies' HOUSE,coats,Regular,4,4,2,2,6,4,4,2
3112043,ladies' HOUSE,dresses_knitted,Regular,5,1,2,3,5,0,0,5
3112043,ladies' HOUSE,dresses_woven,Regular,4,0,4,0,4,0,2,2
3112043,ladies' HOUSE,jackets,Regular,5,2,3,2,5,2,3,2
3112043,ladies' HOUSE,jeans_trousers,Regular,42,5,30,12,46,7,37,9
3112043,ladies' HOUSE,jogging_tops,Regular,37,3,32,4,44,2,33,9
3112043,ladies' HOUSE,outer_jackets,Regular,20,0,11,9,26,3,14,12
3112043,ladies' HOUSE,shirts_l_s,Regular,9,0,8,1,9,0,6,3
3112043,ladies' HOUSE,shirts_s_s,Regular,6,0,2,4,6,0,2,4
3112043,ladies' HOUSE,skirts,Regular,19,2,14,5,18,1,7,11
3112043,ladies' HOUSE,sweaters,Regular,25,1,16,9,34,3,23,11
3112043,ladies' HOUSE,t-shirts_l_s,Regular,21,0,18,3,29,0,21,8
3112043,ladies' HOUSE,t-shirts_s_s,Regular,81,9,52,24,93,9,55,35
3112043,ladies' HOUSE,t-shirts_sleeveless,Regular,5,2,1,4,3,2,0,3
3112043,ladies' HOUSE,trousers,Regular,36,5,25,11,37,4,19,14
3112043,men's HOUSE,coats,Regular,0,0,0,0,0,1,0,0
3112043,men's HOUSE,jackets,Regular,5,1,2,3,5,1,2,3
3112043,men's HOUSE,jeans_jacket,Regular,1,1,1,0,1,2,1,0
3112043,men's HOUSE,jeans_shorts,Regular,4,6,1,3,4,7,0,4
3112043,men's HOUSE,jeans_trousers,Regular,45,9,34,11,51,14,36,15
3112043,men's HOUSE,jogging_tops,Regular,50,7,37,13,57,10,37,20
3112043,men's HOUSE,outer_jackets,Regular,27,7,18,9,28,12,13,15
3112043,men's HOUSE,polos,Regular,3,2,3,0,2,2,2,0
3112043,men's HOUSE,shirts_l_s,Regular,19,1,8,11,21,4,9,12
3112043,men's HOUSE,shirts_s_s,Regular,2,0,2,0,2,0,2,0
3112043,men's HOUSE,shorts,Regular,3,1,2,1,3,1,1,2
3112043,men's HOUSE,shorts_knitted,Regular,5,0,4,1,5,0,4,1
3112043,men's HOUSE,sweaters,Regular,8,0,4,4,10,0,4,6
3112043,men's HOUSE,t-shirts_l_s,Regular,11,0,9,2,14,0,10,4
3112043,men's HOUSE,t-shirts_s_s,Regular,89,4,59,27,105,5,68,37
3112043,men's HOUSE,t-shirts_s_s_lic,Regular,20,1,9,11,26,2,11,14
3112043,men's HOUSE,trousers,Regular,19,6,10,9,24,7,13,11
3112043,men's HOUSE,trousers_knitted,Regular,14,1,10,1,15,2,9,3
3112054,ladies' HOUSE,coats,Regular,4,4,4,0,6,5,6,0
3112054,ladies' HOUSE,dresses_knitted,Regular,11,1,8,1,12,0,6,5
3112054,ladies' HOUSE,dresses_woven,Regular,12,0,12,0,12,0,11,1
3112054,ladies' HOUSE,jackets,Regular,6,1,6,0,6,1,6,0
3112054,ladies' HOUSE,jeans_shorts,Regular,4,1,4,0,2,1,2,0
3112054,ladies' HOUSE,jeans_trousers,Regular,57,11,49,7,63,13,55,6
3112054,ladies' HOUSE,jogging_tops,Regular,38,3,34,1,45,3,41,2
3112054,ladies' HOUSE,outer_jackets,Regular,19,5,14,4,28,7,23,4
3112054,ladies' HOUSE,polar_fleecy,Regular,1,0,1,0,3,0,3,0
3112054,ladies' HOUSE,shirts_l_s,Regular,14,1,12,0,14,1,12,2
3112054,ladies' HOUSE,shirts_s_s,Regular,9,1,8,1,9,1,8,1
3112054,ladies' HOUSE,shorts,Regular,2,0,1,0,1,0,1,0
3112054,ladies' HOUSE,skirts,Regular,21,5,19,1,18,6,15,2
3112054,ladies' HOUSE,sweaters,Regular,26,2,23,2,38,7,35,3
3112054,ladies' HOUSE,t-shirts_l_s,Regular,32,2,30,2,41,2,37,2
3112054,ladies' HOUSE,t-shirts_s_s,Regular,92,9,86,3,97,14,84,3
3112054,ladies' HOUSE,t-shirts_sleeveless,Regular,5,2,4,1,5,2,4,1
3112054,ladies' HOUSE,trousers,Regular,45,4,40,4,46,3,35,6
3112054,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112054,men's HOUSE,jackets,Regular,6,3,5,1,7,3,5,2
3112054,men's HOUSE,jeans_jacket,Regular,3,0,2,1,3,0,2,1
3112054,men's HOUSE,jeans_shorts,Regular,8,8,8,0,7,9,6,1
3112054,men's HOUSE,jeans_trousers,Regular,63,19,46,12,63,19,48,11
3112054,men's HOUSE,jogging_tops,Regular,67,9,54,10,68,13,52,12
3112054,men's HOUSE,outer_jackets,Regular,33,9,19,12,33,14,23,10
3112054,men's HOUSE,polos,Regular,8,0,5,3,8,0,3,5
3112054,men's HOUSE,shirts_l_s,Regular,19,2,9,8,20,4,12,7
3112054,men's HOUSE,shirts_s_s,Regular,2,0,0,2,2,0,0,2
3112054,men's HOUSE,shorts,Regular,7,0,5,1,7,0,4,2
3112054,men's HOUSE,shorts_knitted,Regular,6,0,6,0,6,0,4,0
3112054,men's HOUSE,sweaters,Regular,11,4,11,0,12,1,12,0
3112054,men's HOUSE,t-shirts_l_s,Regular,12,3,10,2,14,3,12,2
3112054,men's HOUSE,t-shirts_s_s,Regular,92,10,76,15,104,13,82,21
3112054,men's HOUSE,t-shirts_s_s_lic,Regular,26,10,24,1,36,13,31,4
3112054,men's HOUSE,trousers,Regular,30,12,23,4,34,11,25,8
3112054,men's HOUSE,trousers_knitted,Regular,17,4,14,1,18,4,14,4
3112055,ladies' HOUSE,coats,Regular,4,2,4,0,4,2,4,0
3112055,ladies' HOUSE,dresses_knitted,Regular,2,1,2,0,2,1,2,0
3112055,ladies' HOUSE,dresses_woven,Regular,1,0,1,0,1,0,1,0
3112055,ladies' HOUSE,jackets,Regular,4,0,4,0,4,0,4,0
3112055,ladies' HOUSE,jeans_trousers,Regular,30,8,28,2,35,8,33,2
3112055,ladies' HOUSE,jogging_tops,Regular,32,3,30,0,37,3,35,0
3112055,ladies' HOUSE,outer_jackets,Regular,12,1,10,1,16,0,13,1
3112055,ladies' HOUSE,shirts_l_s,Regular,5,0,5,0,5,0,5,0
3112055,ladies' HOUSE,shirts_s_s,Regular,5,0,5,0,6,0,5,0
3112055,ladies' HOUSE,skirts,Regular,5,3,4,0,5,3,4,0
3112055,ladies' HOUSE,sweaters,Regular,12,3,11,1,23,3,22,1
3112055,ladies' HOUSE,t-shirts_l_s,Regular,11,0,11,0,13,1,13,0
3112055,ladies' HOUSE,t-shirts_s_s,Regular,53,4,51,0,60,4,57,0
3112055,ladies' HOUSE,t-shirts_sleeveless,Regular,4,0,4,0,2,0,2,0
3112055,ladies' HOUSE,trousers,Regular,21,0,18,3,23,0,20,3
3112055,men's HOUSE,coats,Regular,0,0,0,0,0,0,0,0
3112055,men's HOUSE,jackets,Regular,1,1,1,0,1,1,1,0
3112055,men's HOUSE,jeans_shorts,Regular,0,2,0,0,0,2,0,0
3112055,men's HOUSE,jeans_trousers,Regular,22,8,20,2,29,11,25,4
3112055,men's HOUSE,jogging_tops,Regular,44,4,44,0,47,4,46,0
3112055,men's HOUSE,outer_jackets,Regular,15,2,14,1,15,2,14,1
3112055,men's HOUSE,polos,Regular,4,0,4,0,4,0,4,0
3112055,men's HOUSE,shirts_l_s,Regular,12,1,12,0,14,1,14,0
3112055,men's HOUSE,shorts,Regular,0,1,0,0,0,1,0,0
3112055,men's HOUSE,shorts_knitted,Regular,1,0,1,0,1,0,1,0
3112055,men's HOUSE,t-shirts_l_s,Regular,5,1,5,0,8,2,8,0
3112055,men's HOUSE,t-shirts_s_s,Regular,39,8,39,0,48,10,48,0
3112055,men's HOUSE,t-shirts_s_s_lic,Regular,10,3,10,0,14,5,14,0
3112055,men's HOUSE,trousers,Regular,12,4,12,0,14,5,14,0
3112055,men's HOUSE,trousers_knitted,Regular,10,2,10,0,11,3,11,0
3112057,ladies' HOUSE,coats,Regular,6,2,4,2,8,6,6,2
